Date,Open,High,Low,Close,Volume
2011-10-25,280.25454,280.6748,271.5964,279.07771,223785
2011-10-26,277.39645,278.23709,271.51233,271.76454,286817
2011-10-27,279.49798,284.1213,276.55592,283.86908,349201
2011-10-28,283.86908,285.55024,282.52411,283.95315,249861
2011-10-31,282.18791,286.47495,280.50666,283.70094,459061
2011-11-02,278.23709,283.70094,278.06894,281.5995,252156
2011-11-03,278.23709,288.82859,278.23709,288.32425,200336
2011-11-04,288.74453,288.74453,281.5995,284.03722,292273
2011-11-07,283.28066,286.89522,279.91825,282.94438,187798
2011-11-08,280.42267,284.20528,278.40522,281.51543,568597
2011-11-09,281.68357,281.9357,269.83117,269.83117,316118
2011-11-10,268.8224,268.99053,264.03102,265.20784,482633
2011-11-14,273.61386,277.06026,264.78758,267.30937,262561
2011-11-15,268.65434,270.25143,264.28324,265.62812,215946
2011-11-16,268.99053,272.35296,265.62812,272.35296,284389
2011-11-17,268.57027,272.35296,266.63689,269.83117,229754
2011-11-18,267.39344,273.61386,267.39344,271.51233,246755
2011-11-21,268.14991,271.9326,268.14991,270.08329,284066
2011-11-22,270.08329,272.8573,266.46874,266.46874,194510
2011-11-23,266.38467,270.6717,257.30626,261.2571,240726
2011-11-24,261.2571,263.52668,259.15558,261.42516,325054
2011-11-25,260.92082,263.02234,256.46564,261.34108,230696
2011-11-28,263.10641,263.77881,258.90337,260.58461,346706
2011-11-29,259.15558,266.80503,259.15558,260.83674,317852
2011-11-30,263.69483,268.48619,261.42516,268.48619,676578
2011-12-01,268.14991,270.41958,266.04848,269.66302,210611
2011-12-02,270.50364,278.32115,269.57895,273.27757,261244
2011-12-05,275.71529,277.64867,274.28625,277.39645,161013
2011-12-06,275.54715,278.4893,271.34418,274.62253,328196
2011-12-07,274.03412,275.71529,267.39344,273.78191,231906
2011-12-08,271.09206,274.79068,261.42516,261.42516,235848
2011-12-09,260.08019,265.79626,258.23088,265.79626,452654
2011-12-12,264.36731,264.36731,257.72654,261.76144,250214
2011-12-13,261.42516,267.72964,259.74399,264.7035,294695
2011-12-14,264.78758,268.40212,261.67737,262.09764,244017
2011-12-15,264.45129,265.37599,260.16426,262.26578,294644
2011-12-16,263.02234,264.7035,259.74399,260.66869,588206
2011-12-19,261.2571,263.94695,256.38157,260.41648,135801
2011-12-20,258.48309,262.85419,255.87723,262.60198,184695
2011-12-21,261.08896,264.28324,259.23965,261.42516,109538
2011-12-22,260.58461,261.84551,258.1469,259.74399,127294
2011-12-23,259.74399,261.84551,259.74399,261.84551,109070
2011-12-27,261.92949,262.93827,260.75267,262.26578,143016
2011-12-28,261.00489,262.77013,259.74399,260.58461,118539
2011-12-29,261.42516,262.93827,259.15558,260.58461,178687
2011-12-30,263.94758,263.94758,259.74399,259.74399,257141
2012-01-02,260.24833,263.86288,260.24833,262.68605,166717
2012-01-03,263.86288,265.20784,261.08896,265.20784,372841
2012-01-04,263.19039,264.19917,257.89468,258.23088,480821
2012-01-05,260.08019,262.68605,255.54104,262.68605,265971
2012-01-09,263.10641,263.69483,258.98744,259.32372,182045
2012-01-10,259.74399,262.01357,257.97875,259.0715,290404
2012-01-11,259.0715,260.08019,256.38157,257.64247,197102
2012-01-12,257.64247,263.44261,257.2222,261.00489,252968
2012-01-13,262.85419,263.10641,256.80193,258.06282,173021
2012-01-16,258.90337,263.10641,258.06282,261.08896,228125
2012-01-17,263.19039,268.40212,262.68605,267.14123,420214
2012-01-18,268.14991,269.66302,263.27447,264.78758,228052
2012-01-19,266.46874,269.83117,264.19917,269.83117,407863
2012-01-20,268.14991,274.87475,266.63689,274.87475,232668
2012-01-23,270.6717,275.21095,268.40212,268.99053,317369
2012-01-24,269.74709,271.84852,268.14991,270.6717,166209
