WIG;DAX;CAC40;FTSE
29363.12;4829.87;4425.66;7467.4
29165.53;4836.9;4415.52;7495.8
29377.4;4842.7;4422.12;7498.9
29601.54;4843.49;4420.78;7493.3
29870.06;4855.35;4433.13;7554.3
30239.88;4892.5;4462.26;7577.1
30448.31;4886.5;4451.74;7605.1
30665.36;4890.85;4456.87;7617.8
31189.89;4932.87;4503.33;7636.6
30813.37;4923.12;4495.48;7675.4
30880.87;4874.06;4458.97;7685.6
30907.2;4827.18;4421.7;7680.5
31314.81;4837.86;4441.01;7673.9
31320.17;4909.48;4491.69;7702.4
31055.32;4990.57;4527.11;7734.6
30968.19;4953.93;4509.1;7695.3
30736.04;4937.33;4476.48;7705.8
NA;4922.34;4466.58;7706.6
31008.13;4883.81;4444.57;7697
30890.68;4871.46;4439.63;7654.5
30562.59;4851.27;4430.07;7619.8
30548.51;4929.91;4487.9;7665
30698.11;4941.69;4485.94;7691.7
30707.94;4917.74;4436.56;7707.4
30697.39;4915.95;4424.43;7704.5
30614.97;4856.01;4378.51;7679.1
30917.73;4783.8;4342.7;7700.5
31090.63;4812.24;4361.27;NA
31362.39;4791.72;4356.66;7722.4
31364.29;4829.69;4399.36;7749.2
31884.02;4842.94;4424.15;7798.5
31959.33;4837.81;4404.95;7792.3
31706.86;4909.89;4430.09;7788.1
31867.64;4968.28;4472.55;7795.4
31893.73;4988.14;4486.19;7850.3
31734.5;4992.75;4465.94;7806.7
32084.46;5005.93;4491.68;7851.1
32426.52;4989.98;4491.82;7901.4
32428.31;4901.88;4453.41;7833.3
32468.53;4911.17;4470.43;7863.1
32916.96;4905.98;4479.39;7866.6
33256.34;4986.5;4509.49;7901.6
33916.85;4926.13;4505.68;7930.2
33756.89;4962.86;4531.8;7929.8
33535.21;4875.22;4468.06;7849.1
33440.06;4849.01;4448.15;7837.6
33223.87;4882.58;4477.2;7867.9
33482.25;4998.16;4566.92;7895.8
33761.72;4965.88;4546.8;7891.9
33384.68;5048.74;4599.63;7935.6
33418.46;5021.17;4578.86;7925.1
33801.17;5044.12;4600.02;7951.1
34281.24;5082.07;4622.54;7967.9
34179.37;5138.02;4650.24;7979.5
33708.53;5069.42;4594.11;7886.7
32700.55;5017.27;4536.9;7777.3
32700.71;5007.77;4528.79;7743
32709.1;5022.79;4536.22;7769.3
33153.19;5032.46;4549.68;7808.4
32891.81;4981.77;4515.05;7756.3
31792.59;4950.07;4470.13;7622.4
31599.89;4975.56;4482.13;7626.8
31842.32;4978.83;4489.21;7626.1
31899.11;4947.18;4461.14;7606.5
31271.9;4845.98;4375.09;7421.5
31761.22;4864.25;4390.66;7486.6
31727.44;4838.4;4366.52;7450.1
31870.61;4901.79;4421.97;7550.3
32146.66;4872.97;4396.99;7535.6
31986.97;4900.79;4412.7;7633.4
31549.78;4806.05;4336.41;7534.9
31728.5;4825.64;4326.71;7500.8
32024.41;4929.07;4436.45;7711.1
NA;4922.55;4434.75;7777.1
32801.74;4954.83;4429.65;7873.3
33178.91;5011;4502.02;7966.1
33317.63;4995.24;4498.7;7947.6
33084.75;5024.2;4503.65;8010.9
32989.06;5008.83;4503.62;8008.7
33026.89;5011.38;4480.23;7989.2
33012.91;5015.55;4479.5;8005
NA;5090.75;4536.49;8043.9
33131.51;5092.43;4548.45;8089.2
33079.31;5110.61;4543.15;8097
33001.54;5081.46;4512.13;8061.2
33590.18;5099.72;4523.18;8102.8
33667.04;5123.5;4556.23;8183.9
33405.9;5170.61;4586.38;8229.2
33119.93;5174.72;4580.81;8245.8
33275.03;5196.08;4608.65;8306.5
33299.94;5187.98;4586.84;8289.7
33392.83;5194.27;4600.48;8318.9
33635.64;5176.59;4575.31;8316.4
33749.78;5199.48;4588.73;8347.5
33926.06;5193.4;4567.41;8327.9
34111.29;5266.55;4636.46;8400.6
34480.66;5307.99;4662.5;8498
34370.99;5266.86;4650.54;8476
34147.53;5300.85;4677.2;8487.9
34481.24;5266.75;4660.58;8504
34447.54;5286.75;4669.93;8443.7
34333.89;5282.12;4661;8478.59
34497.14;5301.21;4673.12;8491.4
34434.25;5310.27;4693.39;8516.9
34803.12;5286.75;4674.85;8493.29
34716.76;5295.81;4673.14;8517.2
34821.8;5353.66;4704.41;8574.79
34942.1;5350.18;4694.85;8594.29
35343.41;5356.6;4703.48;8596.09
35537.63;5397.23;4752.41;8664
35502.94;5398.27;4751.96;8727
35730.36;5419.04;4757.74;8759.79
36068.56;5444.83;4769.37;NA
35854.93;5447.14;4756.93;8745.7
35983.24;5458.58;4772.93;8821.59
35600.79;5408.25;4715.23;8794.29
36046.58;5449.98;4754.91;NA
36814.06;5460.68;4776.98;8893.29
37631.17;5523.62;4838.52;8957.7
37603.47;5516.52;4835.08;8898.29
37921.06;5536.31;4867.14;8915.5
37798.66;5537.1;4875.08;8897.2
37435.49;5494.71;4861.93;8843.09
38090.99;5532.89;4890.49;8928
38071.1;5542.12;4890.24;8938.9
37599.52;5483.08;4850.52;8921.5
38138.21;5514.64;4856.08;8946.79
38129.38;5460.16;4807.14;8881.59
37854.94;5395.6;4772.08;8846.79
38782.85;5430.83;4814.08;8955.59
39013.09;5349.02;4773.48;8969.2
38932.16;5348.72;4751.99;8914.4
38906.01;5334.29;4748.31;8929
39351.63;5427.08;4791;9058.2
39008.07;5548.91;4876.52;9081.7
39106.99;5647.41;4956.6;9207.9
39109.05;5660.02;4936.79;9169.59
37854.95;5674.14;4947.99;9172.59
38038.03;5726.53;4999.39;9276.09
37964.75;5649.6;4927.89;9234.7
37221.99;5657.12;4937.56;9242.2
38072.14;5666.77;4934.58;9287.7
38297.47;5672.91;4935.39;9243.5
38162.66;5666.41;4895.08;9240.7
38335.51;5743.68;4955.74;9368.7
37870.88;5701.47;4910.81;9324.7
37664.27;5756.33;4957.35;9332.79
37978.92;5763.39;4961.33;9320.29
38109.01;5764.37;4934.08;9334.59
37599.64;5789.25;4973.08;9368.9
38625.78;5795.48;5000;9472.79
39165.23;5793.95;4979.93;9456.79
39153.88;5801.04;4991.93;9458.9
39128.31;5862.06;5041.6;9472.9
39222.51;5857.87;5040.39;9467.09
39793.98;5870.79;5073.95;9478.7
40073.44;5915.14;5080.52;9506.59
38854.37;5796.04;5000.45;9448.29
39195.01;5866.6;5057.6;9503.9
39584.2;5783.49;5009.08;9498.5
39357.01;5721.46;4989.14;9472.29
39645.52;5754.06;5010.72;9546
38761.67;5739.27;4992.21;9458.29
38039.72;5673.35;4969.51;9304.5
38136.21;5732.22;5007.83;9381.09
37942.08;5804.91;5069.27;9430.09
37978.94;5855.16;5107.47;9591.79
37672.48;5870.87;5117.16;9645.5
38218.89;5898.48;5127.93;9729
39033.23;5897.79;5126;9814.9
39214.4;5882.37;5141.08;9845.9
39183.95;5902.79;5138.5;9815
38973.86;5911.85;5148.56;9810.09
38890.72;5932.31;5194.77;9858.59
39471.42;5947.1;5194.77;9850.59
39660.78;5973.14;5218.71;9929.9
40040.49;5912.25;5162.43;9855.5
39528.25;5890.62;5149.99;9816.09
39621.08;5914.77;5180.25;9820.79
40115.91;5984.18;5240.1;9855.09
40220.32;5970.08;5220.85;9850.29
40867.61;6024.04;5255.25;9881
40929.2;6013.85;5205.81;9892.29
40825.95;6029.2;5221.02;9935
41216.45;6031.39;5222.35;9954.59
41823.15;5952.91;5174.96;9923.09
41776.32;6003.39;5190.27;9878.9
41446.29;5908.47;5112.6;9743.79
41790.11;5901.25;5085.1;9699.5
42018.42;5918.56;5102.62;9775
NA;NA;NA;NA
42717.75;5902.58;5095.97;9785.2
42715.47;5993.75;5158.14;9871.79
43572.66;6063.27;5206.79;9889.59
43979.52;6094.75;5252.37;9950.79
44446.2;6079.09;5221.43;9949.2
44281.2;6078.79;5235.33;9966.9
44688.66;6107.12;5252.31;9997.59
43646.64;6067.74;5213.54;9925.59
43998.59;6009.89;5188.39;9878.7
NA;NA;NA;NA
44052.76;6051.29;5241.18;9924.4
NA;5968.96;5193.93;9896.29
44769.32;6039.31;5233.7;9956.59
45070.86;6113.29;5286.39;10107.9
45591.9;6127.98;5282.39;10132.29
44939.95;6140.72;5312.18;10135.4
44798.12;6118.37;5278.27;10108.59
45894.55;6054.72;5262.93;10075.4
45390.27;5916.27;5150.45;9811.79
43998.44;5857.02;5064.85;9566.29
43995;5851.91;5081.68;9545.9
43072.07;5652.72;4920.31;9317.29
42853.98;5666.06;4908.68;9134.79
42656.79;5672.27;4944.56;9192.59
40384.46;5546.24;4813.5;8828.59
40815.61;5678.49;4931.52;9234.29
39393.33;5587.23;4870.02;9054
39841.74;5706.06;4949.52;9181.7
40446.42;5788.35;5045.08;9508
40446.26;5755.02;5015.31;NA
39918.83;5622.43;4893.87;9235.5
39632.25;5692.85;4930.18;9298.2
39970.99;5707.58;4947.29;9310.4
40917.49;5687.04;4959.7;9447.7
41234.43;5621.18;4916.04;9351.9
40352.53;5502.81;4797.91;9075.2
40226.29;5543.93;4824.77;9108.9
39259.1;5383.27;4684.33;8813.7
38758.3;5464.08;4768.18;9024.7
37425.81;5395.54;4723.18;8981.2
36148.34;5292.14;4617.58;8721.7
36020.66;5305.99;4615.43;8782.2
NA;5422.22;4724.58;9101.79
36340.62;5376;4694.89;9093.79
37160.35;5439.23;4729.02;9114.09
37187.27;5493.6;4770.41;9119.29
37449.69;5503.41;4774.73;9093.09
37225.96;5533.41;4803.29;9192.79
37402.61;5529.74;4817.62;9195.2
37980.85;5514.62;4801.49;9197.09
39552.76;5459.14;4771.24;9199.09
40124.08;5456.87;4774;9197.2
39986.18;5581.66;4880.37;9303.5
40644.58;5683.31;4965.96;9422.7
40760.21;5712.68;4980.62;9496.79
41132.03;5729;4983.87;9505.59
40814.39;5625.62;4921.29;9421.4
41991.45;5695.47;4966.45;9461.7
42875.6;5681.85;4953.71;9431.59
43265.63;5706.31;4982.48;9390.09
42967.63;5616.04;4914.39;9320.29
43549.11;5637.81;4941.73;9361.4
42080.59;5527.29;4852.52;9176.2
42010.8;5422.22;4780.79;9076.09
41508.16;5416.96;4750.08;9017.09
42076.38;5396.85;4734.54;8968.79
42278.45;5539.29;4846.54;9184.4
43600.19;5545.81;4865.04;9207.2
43418.01;5451;4818.54;9114.2
43630.03;5578.04;4914.93;9223.5
44063.27;5565.75;4933.12;9248.5
44392.66;5583.1;4943;9285.59
45750.76;5659.06;5001.21;9362
45781.7;5705.41;5028.5;9369.5
45894.89;5681.97;5009.41;9355.59
45121.18;5596.74;4948.23;9344.7
44735.66;5680.81;5026.25;9394
43507.4;5640.02;4983.68;9264.29
44003.29;5723.02;5040.95;9359.09
43648.7;5626.66;4956.33;9285.9
43609.44;5651.91;4967.95;9299.59
44519.14;5702.81;5025.14;9329.09
43758.99;5630.96;4976.64;9261.5
42742.67;5628.37;4985.52;9254
42977.02;5692;5046.93;9303.9
NA;5776.79;5115.02;9359.59
43402.61;5812.93;5137.31;9448
42968.6;5833.5;5144.83;9486.59
43166.87;5817.02;5135.68;9513
43194.29;5794.83;5104.64;9503.7
43513.69;5818.41;5128.33;9493.09
43516.97;5775.54;5082.73;9454.2
42900.39;5814.08;5112.85;9459.9
42583.71;5811.47;5111.12;9491.59
42384.4;5854.99;5148.52;NA
43330;5847.02;5160.31;9531.79
43787.24;5867.52;5182.79;9581.5
43363.32;5859.56;5165.04;9601.2
43488.03;5876.54;5183.45;9702.09
44770.05;5909.72;5203.24;9759.79
45033.33;5884.06;5172.85;9761
44716.62;5813.06;5115.52;9700.9
44301.11;5773.72;5060.08;9576.11
44071.87;5795.25;5073.56;9606.29
43768.52;5798.46;5058.31;9523.09
44289.74;5873.85;5125.97;9605.5
44795.81;5906.12;5137.93;9669.2
44429.85;5907.37;5123.85;9727.09
44352.51;5937.87;5144.87;9785.59
44870.85;5926.33;5146.96;9799.5
44659.39;5873.46;5115.99;9738.7
44176.62;5954.37;5192.74;9791.09
44057.54;5962.02;5208.31;9853
43772.07;5883.31;5141.95;9784
44222.21;5901.66;5146.49;9755.79
44387.9;5960.62;5219.58;9844.9
43995.91;5989.71;5243.1;9911.79
44360.14;5989.16;5250;9978.2
44052.54;6004.33;5250;9996.79
44209.1;5999.46;5243.12;10023.9
44007.66;5992.22;5219.79;9953.5
44267.46;6046.37;5256.54;9997.29
45008.8;6075.27;5288.52;10128.59
44966.63;6085.81;5282.06;10176.79
45464.58;6084.39;5284.74;10152.29
46138.35;6117.71;5309.79;10244.5
46340.32;6119.45;5313.18;10247.09
46950.76;6160.27;5361.5;10347.29
47280.43;6173.68;5353.23;10399.59
47393.92;6186.54;5361.97;10378.2
46812.97;6115.1;5302.99;10219.7
47651;6182.77;5361.29;10342
47823.87;6177.41;5359.74;10340
47562.92;6202.81;5375.35;10356.5
47432.27;6242.91;5411.81;10361.2
47523.51;6247.52;5404.54;10401.59
47951.5;6264.91;5422.27;10425.4
48310.22;6284.18;5433.79;10465
47761.04;6262.54;5396.02;10355.29
47209.15;6258.18;5362.23;10308.59
47358.12;6268.91;5348.73;10372.2
NA;6291.89;5370.85;10408.9
47361.53;6223.33;5310.06;10393.59
47833.42;6241.14;5336.29;10384.59
48767.01;6330.64;5402.35;10495.4
49534.64;6361.96;5437.77;10559.9
49437.06;6349.25;5437.16;10562.29
49555.18;6358.68;5448.6;10590.9
49032.64;6357.77;5447.5;10653.59
48958.52;6393.73;5490.56;10712.79
48900.38;6387.37;5476.27;10718.2
48099.01;6430.89;5511.52;10797.2
48526.8;6443.02;5505.72;10830
48300.38;6412.35;5439.71;10711
48381.06;6452.33;5454.74;10725.9
48977.6;6460.39;5459.35;10752.2
49698.12;6476.12;5452.49;10687.7
49701.36;6475.25;5424.85;10665.2
49566.07;6411.96;5389.46;10590.2
49477.9;6298.16;5308.64;10493.59
49344.9;6281.68;5306.24;10497.2
50425.36;6363.79;5381.25;10666.09
50230.32;6309.18;5327.64;10673.9
50601.74;6241.12;5254.04;10698.9
51680.97;6295.23;5296.08;10751.9
52370.79;6372.79;5359.68;10834.09
52019.87;6369.5;5350.62;10860.2
52338.99;6413.02;5379.21;10891.29
52166.51;6427.41;5384.16;10944
52024.79;6469.41;5427.56;10988.59
51747.14;6476.16;5426.81;10931.9
51927.09;6520.77;5475.85;10980.5
52037.95;6552.58;5509.58;11049.09
51961.96;6588.83;5541.62;11086
52242.23;6597.25;5530.31;11087.7
50778.15;6553.5;5484.75;11055.29
50164.95;6586.91;5514.41;11048.09
50232.37;6573.96;5510.39;11066.4
49730.58;6503.12;5453.93;11083.5
NA;NA;NA;NA
50740.19;6608.85;5540;11155.29
50477.49;6611.81;5533.35;11190
50411.82;6596.91;5541.75;11177.79
51202.99;6681.12;5617.71;11312.59
51220.11;6691.31;5610.91;11315.9
50381.11;6674.39;5574.56;11245.9
49560.26;6593.08;5517.35;11186
49512.92;6607.58;5518.58;11156
49769.49;6614.37;5533.02;11150.5
49264.41;6566.56;5501.95;11086
50484.05;6687.29;5609.79;11123.4
51020.94;6705.16;5617.62;11111.7
52198.67;6731.74;5631.08;11206
52195.63;6716.81;5591.54;11124.5
52362.24;6701.7;5561.77;11094.59
53853.2;6689.62;5555.04;11122.9
54048.19;6747.16;5614.7;11167.7
53574;6687.31;5579.77;11166.59
53652.21;6678.93;5575.06;11102.2
53681.53;6748.37;5638.08;11192.79
53433.5;6719.58;5609.2;11171.09
53487.96;6690.33;5582.29;11118.59
53792.04;6726;5619.7;11104.7
53717.9;6788.23;5645.58;11131
54558.15;6789.1;5608.31;11100.29
55431.48;6851.27;5662.25;11221.5
55314.03;6885.75;5677.29;11343.29
55358.58;6874.06;5681.1;11406.5
55236.06;6875.7;5676.77;11479.4
55099.87;6915.56;5703;11502
53519;6876.73;5665.1;11441.9
53826.85;6911.1;5692.45;11522.79
52939.24;6859.45;5643.95;11454.79
53920.38;6895.33;5682.68;11475.7
54145.91;6961.18;5725.83;11541.29
53896.08;6958.62;5720.87;11574.59
53834.86;6957.06;5713.58;11556.4
54712.06;6987.08;5739.89;11636.09
54274.69;6982.91;5713.45;11586.9
54821.35;6941.66;5694.56;11543
55641.5;6973.73;5707.85;11584.4
55702.53;6992.58;5716.37;11600
55339.76;7027.58;5759.75;11612.4
52906.36;6819.64;5588.39;11180.9
51900.39;6715.43;5516.31;11082.9
51503.02;6640.24;5458.39;10983.9
51917.31;6603.31;5424.7;11046.09
50746.74;6534.56;5385.02;10857.9
51482.87;6595;5437.12;11013
51415.62;6617.75;5455.06;11184.5
53059.95;6713.23;5524.25;11363.79
52910.76;6716.52;5537.83;11410.59
53053.52;6715.49;5496.06;11418
52739.95;6623.99;5432.93;11260.9
52873.49;6447.7;5296.22;10944.09
53206.81;6585.47;5389.85;11219.5
53676.93;6579.87;5382.16;11269.2
54591.45;6671.41;5458.95;11438.7
54537.92;6700.29;5503.27;11459.29
55234.92;6712.06;5502.18;11612.7
56315.4;6856.96;5598.37;11708.09
56936.49;6899.06;5634.75;11702
56464.39;6828.81;5576.29;11655.59
56643.45;6858.33;5587.06;11641.79
56288.81;6816.89;5552.68;11582.7
57283.19;6897.08;5631.52;11665.7
57524.57;6917.02;5634.16;11689.3
56816.19;6937.16;5645.56;11759.9
57604.37;7045.56;5711.91;11885.5
57981.75;7073.91;5739;11889.2
58183.82;7099.91;5741.37;11915.9
NA;NA;NA;NA
58928.03;7166.66;5766.27;11991.09
59206.43;7152.83;5751.91;11955.29
58298.23;7142.95;5748.93;11894.7
58822.47;7212.06;5789.33;11925.2
59424.56;7338.06;5861.97;12015.9
59353.79;7348.83;5858.14;11926.59
59682.03;7282.33;5835.95;11874.59
59268.34;7242.73;5829.04;11799
60316.69;7342.54;5938.89;11900.59
60311.28;7335.62;5917.31;11924.29
59722.61;7270.31;5886.02;11816.9
59535.37;7343.08;5947.33;11904.2
59477.13;7387.02;5944.43;11928.29
59378.12;7378.12;5930.77;11903.5
59805.48;7408.87;5960.04;11929.37
NA;NA;NA;11911.4
60331.66;7455.93;5990.12;12019.29
NA;7476.68;6004.27;12046.09
61553.73;7516.75;6068.83;12210.79
61283.82;7525.68;6071.48;NA
60116.28;7442.2;6034.25;12107.9
60121.37;7475.99;6051.62;12057.09
59328.29;7415.33;6012.75;12062.4
59667.38;7479.33;6050.62;12033.79
60516.96;7459.6;6026.41;12037.59
59885.65;7505.35;6049.75;12092.2
59588.89;7481.25;6017.91;12102.59
59350.3;7499.5;6027;12143.59
59952.26;7607.54;6101.14;12202.79
61050.47;7619.31;6089.91;12201.5
61782.82;7659.39;6089.72;12176.29
61505.85;7735.87;6120.2;12220.2
61888.7;7697.37;6048.31;12130.5
61664.68;7739.2;6057.49;12057.59
62623.62;NA;6071.47;NA
62779.18;7781.04;6056.39;12106.7
62313.96;7764.97;6042.14;12023.2
63566.15;7883.04;6104;12111.09
64610.81;7987.85;6168.14;12196.7
64499.16;7976.79;6125.81;12135.4
64622.68;7919.83;6078.54;12066.2
63527.02;7730.04;5977.87;11782.4
NA;7618.6;5890.49;11626.29
62956.22;7590.5;5883.29;11583.59
63873.02;7706.1;5940.08;11635.5
63348.68;7678.25;5898.16;11581.5
63821.78;7680.75;5934.27;11597.7
64698.72;7849.16;6047.23;11809.2
65438.16;8030.64;6105.27;11999.59
65319.08;8036.12;6087.14;11947.5
65473.8;8033.52;6071.66;11817.2
64940.2;8090.49;6093.29;11797.5
65003.34;7964.71;6029.79;11617.09
65712.81;7949.62;6023.25;11589.09
65800.94;7930.6;6002.85;11577.4
66578.68;7860.52;5953.35;11537.09
65609.18;7801.23;5941.66;11391.9
66425.27;7921.35;6006.31;11519.2
66077.69;8007.31;6054.93;11527.59
65637.39;7958.24;6026.95;11534.29
66608.21;8050.68;6069.83;11747.59
66951.73;8075.25;6098.08;11834.2
66850.08;7987.12;6059.52;11802.79
67568.51;8048.31;6102.68;11867.29
67288.84;8077.39;6104.66;11859.59
66219.44;7964.75;6019.22;11732.09
65815.13;7898.54;6001.08;11666.79
65895.9;8053.43;6103.04;11809
65989.73;8092.77;6117.96;11922.9
65079.43;8105.68;6125.6;11917.29
65056.7;8038.21;6099.21;11801
64971.55;7893.6;5995.97;11726
65915.43;7991.21;6065.5;11880.2
65257.29;7874.85;5957.16;11819.4
66045.6;7944.21;6009.16;11782.2
65252.94;7806.79;5907.47;11584
64842.32;7692.54;5837.1;11415.9
63188.16;7508.96;5675.04;11033.4
62609.47;7451.68;5643.96;10984.5
62547.98;7456.31;5646.35;11071.7
63670.52;7584.14;5751.08;11337.5
62297.26;7473.93;5654.29;11188.9
62426.43;7534.12;5682.06;11233
61684.42;7435.66;5597.89;11185.79
60750.1;7444.45;5532.99;10998.79
61343.31;7513.66;5620.39;11235.2
61302.4;7605.93;5749.29;11455
60310.62;7453.58;5624.77;11212.09
58395.54;7343.25;5448.62;10889.5
59707.66;7474.33;5569.27;11167.9
59123.73;7425.06;5478.66;10998.59
NA;7445.89;5442.72;10889.4
55510.57;7270.06;5265.47;10462.59
56506.52;7378.29;5363.62;10686.2
56759.16;7407.52;5399.37;10703.79
56034.83;7424.75;5418.77;10639.29
58592.8;7500.48;5518.16;10910.7
59253.2;7511.96;5523.33;10945.7
60108.17;7507.27;5569.37;10969.5
60073.46;7485.99;5590.54;NA
59447;7430.24;5474.16;10793.79
59960.66;7439.18;5520.02;10891.9
59061.57;7519.93;5592.52;11099.5
60649.86;7638.16;5662.7;11309.2
61010.54;7648.58;5651.27;11358.4
61406.64;7721.77;5672.72;11510.79
60397.88;7588.02;5551.54;11300.7
59920.85;7621.72;5576.62;11330.79
59197.36;7436.62;5430.1;11107.7
58174.13;7375.43;5386.43;10974.79
58692.07;7457.89;5478.93;11212.29
59619.65;7472.99;5508;11219.7
60416.65;7535.97;5565.97;11172.4
60071.34;7497.74;5538.91;10954
59984.91;7479.85;5439.37;10745.29
60579.02;7575.21;5549.35;10802.79
62572.56;7750.83;5730.81;11136.29
62599.59;7735.08;5688.75;11013.79
62259.23;7794.43;5700.64;11094.7
61570.24;7787.91;5692.49;11040.79
61032.04;7769.43;5641.58;10853.2
61230.87;7804.14;5690.77;10889.29
61030.29;7853.79;5733.37;11039.5
60368.92;7861.5;5715.68;11037.4
60287.53;7922.41;5773.25;11081.5
61196.53;7946.79;5799.27;11231.4
60946.96;7955.29;5806.18;11360.2
61048.09;7944.99;5804.39;11370.5
61554.11;8002.18;5843.24;11390.4
61752.98;7974.37;5829.39;11328.7
63068.13;7980.43;5861.93;11427.79
62967.03;7986.56;5838.49;11512.09
64057.16;8033.68;5862.83;11622.9
63813.86;8041.25;5843.95;11576.29
64292.3;7969.47;5807.43;11439.9
63301.4;7962.64;5774.35;11366.2
63618.68;7985.41;5818.79;11538
62552.95;7921.39;5767.24;11411.59
63132.68;7884.12;5740.48;11299.29
62626.86;7794.93;5661.27;11177.9
63836.9;7842.79;5705.04;11359.09
63436.77;7828.96;5674.66;11278.5
63604.32;7932.43;5760.29;11480.5
63366.34;7949.16;5794.87;11509.59
63759.55;8009.66;5836.18;11552.79
63363.58;7977.93;5803.93;11479.09
63126.46;8019.22;5847.95;11666
NA;7880.85;5730.91;11526.29
62154.65;7849.49;5720.41;11442.7
61759.14;7807.54;5684.62;11314.4
61527.41;7827.18;5709.41;11334.9
59953.16;7799.62;5683.22;11134.5
59276.14;7819.47;5631.62;11032
58222.82;7812.39;5524.18;10859.09
57244.48;7806.83;5535.56;10894.29
57978.35;7777.56;5538.91;10920.2
57383.98;7783.1;5613.6;11070.9
55600.24;7667.02;5561.12;10901.59
55517.65;7612.25;5523.62;10766.2
55558;7511.97;5432.56;10404.5
55668.29;7630.31;5506.68;10499.9
54670.59;7518.41;5381.29;10212.9
55613.8;7562.1;5416.1;10314.9
56094.38;7608.96;5521.16;10531.2
55385.73;7567.35;5458.39;10452.9
54575.42;7531.35;5434.16;10291.5
55778.34;7723.66;5561.21;10591.5
56105.33;7765.18;5598.1;10664.7
56680.28;7870.52;5670.56;10748.79
56412.82;7837.25;5629.46;10560
56514.37;7808.93;5547.21;10268.9
58142.96;7944.77;5659.06;10511.5
58126.18;7940.58;5673.75;10495.79
58635.79;7994.06;5718.75;10632.9
58795.04;8033.35;5750.91;10630.29
58396.83;8009.41;5724.75;10647.9
58629.86;8076.12;5743.31;10643
57736.5;7928.31;5590.91;10334.7
56871.39;7948.35;5605.35;10413.59
55401.61;7825.43;5514.87;10140.4
55130.63;7850.74;5509.37;10187.2
55060.77;7837.31;5497.41;10231.9
55309.84;7869.18;5511.45;10397.2
55792.46;8002.66;5602.77;10531.59
NA;NA;5614.27;10586.7
NA;NA;NA;NA
56560.93;8038.6;5627.48;10608.29
55648.53;8067.31;5627.25;10650.29
NA;NA;5614.08;10657.79
55521.39;7949.1;5550.35;10650.7
55497.97;7908.41;5546.08;10540.9
54850.74;7808.68;5446.79;10265.29
53718.51;7817.16;5452.83;10093.09
53862.62;7849.99;5495.66;10161.59
52419.12;7782.71;5435.41;9964
51123.31;7713.08;5400.43;9800.59
50400.82;7717.95;5371.41;9829.79
49644.93;7732.02;5403.5;10031.59
47863.64;7566.37;5250.81;9765.79
46204.97;7471.56;5225.39;9626.9
46548.84;7413.52;5157.08;9662.59
47128.67;7314.16;5092.39;9680.1
44509.36;6790.18;4744.45;9260.59
45113.17;6769.47;4842.54;9612.79
45362.07;6439.21;4636.75;9493.7
47258.73;6821.06;4915.29;9856.29
47522.07;6816.74;4878.12;9738.5
46632.21;6818.85;4848.29;9640.5
48037.07;6892.96;4941.45;9905.4
48451.01;6875.35;4873.56;9908.5
47747.81;6851.75;4869.79;9881.79
49092.2;6968.67;4978.06;10186.59
49429.45;7000.49;4973.64;10262.09
47874.99;6765.25;4776.85;9955.29
47929.48;6847.51;4816.43;9904.5
47263.33;6733.72;4723.79;9764.2
47588.98;6767.28;4709.64;9807.5
47942.35;6743.54;4682.7;9735.4
49364.33;6967.84;4840.71;10040.2
49770.4;6973.67;4855.39;9996.09
50029.37;6962.28;4858.64;10089.2
49309.45;6832.43;4771.79;9897.9
50193.53;6967.55;4861.79;10084
50149.68;7002.29;4885.83;10208.59
49837.48;6899.68;4812.81;10124.4
49721.81;6904.85;4858.85;10181.7
49320.22;6806.29;4824.54;10051
49413.12;6882.56;4919.25;10275.29
49038.71;6985.97;4973.06;10383.9
48910.13;6997.85;4968.81;10421.09
48505.48;6862.52;4865.23;10230.79
47522;6748.13;4790.66;10067.9
46556.85;6689.95;4742.66;10013.9
45807.69;6545.04;4675.91;9944.5
46772.32;6683.71;4756.41;10144.09
46335.81;6591.31;4678.04;9990.79
45792.47;6513.99;4618.96;9853.7
46397.34;6448.08;4566.99;9670.7
47345.99;6524.57;4627.68;9772.79
47624.22;6599.37;4697.1;9989.4
46423.82;6500.56;4630.18;9801.5
46239.44;6451.9;4592.14;9706.09
44933.9;6182.3;4431.04;9380.7
46332.85;6393.39;4582.58;9601.5
46667.43;6361.22;4555.95;9551.2
45903.7;6319.99;4533.72;9448.4
NA;NA;NA;NA
47290.8;6524.71;4692;9794.59
47380.95;6489.26;4676.68;9756.09
48012.4;6578.06;4719.52;9982
47936.7;6559.9;4695.91;9961.29
48011.28;6534.97;4707.06;10013.2
48584.81;6720.33;4866;10336.2
48548.05;6777.44;4911.97;10372
48137.51;6741.72;4887.87;10177.2
48615.51;6763.39;4900.87;10165.09
48900.99;6821.03;4944.6;10244.5
48249.15;6771.98;4912.68;10108.7
48557.79;6721.36;4874.97;10071.79
48148.78;6704.32;4859.41;10013
47064.18;6603.57;4797.93;9931.4
46715.7;6554.49;4766.49;9845.5
47005.72;6585.05;4780.68;9904.2
47125.13;6702.84;4855.1;10091.2
46997.47;6681.81;4862.14;10089.4
47477.05;6843.08;4961.68;10241.09
46957.62;6786.55;4910.35;10137.79
46152.17;6728.3;4872.64;10069.59
45393.98;6795.03;4944.64;10087.7
45957.92;6821.32;4929.54;9974.4
46265.27;6896.58;4978.21;10019
