WIG;DAX;CAC40;FTSE
46807.86;6925.33;5012.75;10117.5
46223.87;6885.34;4977.1;10007.4
46691.84;6948.82;4996.54;10122.29
NA;NA;NA;10073
NA;7043.23;5069.71;10290.79
47427.92;7052.08;5063.35;NA
47536.28;7017.1;5040.91;10329
48264.32;7076.25;5075.31;10448.59
47729.92;7071.9;5055.58;10549.79
47598.66;7003.17;4960.56;10437.29
47956.52;7035.95;4976.21;10531.09
48014.37;7060.19;4998.66;10372.09
48321.35;7083.24;5055.24;10275.29
47760.75;7081.05;5057.5;10338.9
47960.4;7156.55;5078.04;10454.29
47709.82;7225.94;5142.1;10557.29
47025.2;7118.5;5054.87;10250.29
47014.99;7040.83;5027.54;10165.79
NA;7070.33;5028.74;10186.9
46573.9;6944.05;4933.77;10077.59
46620.03;6953.84;4937.83;NA
46582.82;6958.66;4906.56;10034.2
46868.52;7033.84;4971.1;10057.29
46546.54;7055.03;4975.89;10098.2
46624.44;7096.79;5014.27;10049.29
46390.78;7008.77;4935.21;9928.29
46692.35;7019.13;4983.71;9986.9
45908.71;6965.43;4915.06;9976.9
46100.38;6941.83;4907.06;10010.2
45819.4;6803.81;4795.31;9834.29
45029.57;6815.63;4799.37;9741.29
43782.32;6771.1;4761.08;9626.5
42968.11;6650.26;4660.91;9423.09
43459.77;6714.52;4672.29;9554.2
43623.32;6765.32;4682.29;9652.29
43322.93;6729.88;4657.74;9635.5
43559.61;6796.16;4686.33;9723.9
42925.3;6728.91;4618.75;9534.79
43310.33;6721.17;4591.39;9446.59
42987.44;6578.44;4509.27;9361.09
42272.15;6589.46;4511.37;9320.59
42006.23;6536.06;4473.75;9192.29
42077.27;6617.84;4536.29;9321.2
42117.4;6459.6;4426.18;9107.29
41373.83;6421.91;4397.31;9104.79
41146.26;6418.32;4434.85;9145.79
40489.39;6315.94;4341.21;8920.79
40419.99;6305.42;4296.48;8658.2
40101.76;6353.74;4343.99;8656.4
39584.02;6272.21;4266;8516
39471.6;6395.75;4342.58;8623
39429.79;6304.41;4275.6;8480.09
40003.07;6386.46;4339.66;8654.59
39632.83;6305;4231.56;8519.9
38927.92;6153.3;4100.64;8339.09
38828.47;6200.25;4142.52;8445.7
37654.12;6081.7;4061.14;8279.29
37507.55;6155.37;4112.45;8414.5
38682.73;6271.27;4225.99;8719.7
38847.26;6382.65;4299.35;8964.7
39745.36;6424.84;4327.14;9045.5
39799.18;6442.79;4327.25;8982.59
40702.54;6536.09;4408.74;9189.79
40381.78;6440.7;4347.99;9007.2
40640.39;6436.71;4377.18;8867.7
40879.48;6351.15;4324.45;8716.7
40869.23;6398.8;4320.49;8731.4
42416.36;6460.12;4400.54;8886.29
42405.83;6479.56;4392.35;8856.7
42017.93;6396.46;4314.33;8839.9
41628.12;6349.81;4280.62;8787.4
42118.25;6518.7;4386.35;9075.7
41437.13;6561.39;4448.33;9131.5
40924.25;6543.49;4457.43;9088.7
40651.79;6561.65;4491.85;9201.9
40949.96;6609.63;4538.49;9384.09
41457.96;6585.87;4518.48;9291.2
41049.76;6422.19;4402.97;9109.5
40903.46;6442.21;4420.91;9134.4
NA;6446.02;4453.62;9194.9
40736.81;6432.88;4448.83;9124
39777.48;6282.43;4332.79;8867.59
39888.14;6317.8;4365.87;8897.29
39903.25;6236.96;4304.6;8939.09
40411.33;6342.42;4400.45;9182.7
40281.62;6296.95;4355.87;NA
39799;6340.52;4368.54;9133.59
39468.17;6321.03;4373.08;9137.09
40149.89;6420.54;4461.49;9271.7
40481.8;6422.3;4482.6;9381.79
40440.13;6421.8;4472.12;9409.5
41389.15;6518.47;4539.06;9543.59
41152.32;6467.49;4447.12;9369.7
41263.03;6279.57;4304;9150
39913.52;6127.44;4196.66;8966.79
40654.47;6263.74;4340.18;9270
40246.8;6233.41;4293.33;9138.2
39572.33;6210.32;4283.66;8967.2
39038.96;6178.9;4249.07;8874.9
39121.03;6234.89;4332.66;8976.7
37705.13;6064.16;4168.97;8708.4
36560.96;5965.17;4087.4;8409.1
36431.54;5860.98;4000.11;8309.8
36578.47;5863.42;3957.86;8336.8
38360.99;6189.53;4324.87;8982.7
38277.87;6107.75;4223.51;8753.01
37405.6;6068.53;4139.82;8454.58
37486.11;6052.87;4114.54;8407.36
38400.15;6173.03;4226.81;8434.65
38460.54;6063.5;4163.38;8274.44
36854.78;5807.08;3953.48;7792.93
37367.33;5831.02;4032.1;7888.21
37783.08;5806.33;4054.54;7914.39
37179.65;5660.63;3963.28;7965.48
36830.27;5797.03;4080.75;7995.54
34832.29;5387.01;3711.98;7474.79
34166.86;5326.63;3732.22;7431.16
33643.42;5013.62;3496.89;7200.87
33724.03;4887;3442.7;7179.43
31041.42;4544.31;3176.49;6778.31
31554.9;5062.45;3531.5;7030.35
32757.06;5199.19;3628.52;7094.45
30997.31;4861.63;3381.07;6707.12
30047.39;4622.81;3181;6342.71
28624.85;4781.33;3329.92;6311.39
28670.13;4835.01;3448.51;6399.45
29096.61;4784.41;3475.4;6443.11
27282.25;4571.07;3298.18;6232.62
26273.3;4519.7;3310.87;6128.65
25291.39;4295.67;3193.79;5793.56
25278.6;4334.64;3067.35;5688.67
25874.05;4823.45;3114.92;5699.26
27497.03;4808.69;3402.57;5989.11
28056.3;4869.3;3407.82;5989.17
28397.1;4987.97;3487.07;6184.51
NA;NA;NA;NA
28455.9;5026.84;3527.97;6282.49
29600.5;5278.04;3691.09;6443.91
29070.6;5166.87;3618.11;6595.01
27976.8;4813.57;3387.25;6455.95
28427.3;4938.46;3469.12;6521.38
28820;5025.53;3505.75;6585.69
NA;4761.58;3336.41;6404.51
27590.6;4620.8;3233.96;6170.17
26702.5;4649.52;3269.46;6119.07
27110.6;4710.24;3291.47;6112.1
26583.3;4557.27;3182.03;5930.78
25778.6;4579.47;3217.4;5810.2
26108.6;4354.09;3087.89;5706.34
24852.9;4220.2;2980.42;5537.29
25388.8;4127.41;2881.26;5491.46
26964.3;4554.33;3172.11;5491.29
27232.2;4560.42;3209.56;5690.3
27246.4;4560.5;3169.85;5773.16
27543.5;4665.27;3250.39;5830.83
27130.1;4669.44;3262.68;5988.65
26605;4394.79;3080.43;5823.54
27008.2;4531.79;3152.9;5698.58
26635.7;4567.24;3166.65;5677.69
27312.5;4564.23;3161.16;5746.7
26980.5;4381.47;2988.01;5681.81
28043.8;4715.88;3247.48;5685.07
28443.3;4779.11;3297.8;5893.78
28310.7;4804.88;3320.31;6151.63
28160.8;4767.2;3306.13;6221.31
27318.7;4663.37;3213.6;6047.59
27725.2;4654.82;3185.66;6172.75
28257;4729.91;3251.66;6166.59
27394.2;4708.38;3241.92;6220.37
27394.9;4756.4;3234.15;6300.1
27222.2;4696.7;3225.9;6216.84
26824.6;4639.02;3151.36;6179.12
26776.3;4629.38;3128.41;6208.05
NA;NA;3116.21;6249.67
NA;NA;NA;NA
NA;NA;;NA
27095.9;4704.86;3130.72;6296.8
27391.2;4810.2;3217.13;6350.49
27228.6;NA;3217.97;6360.85
NA;4973.07;3349.69;6627.17
28331.88;4983.99;3359.92;6745.17
28933.57;5026.31;3396.22;6879.01
28516.98;4937.47;3346.09;6762.3
28200.15;4879.91;3324.33;6692.25
27680.04;4783.89;3299.5;6653.88
27364.53;4719.62;3246.12;6685.99
27020.31;4636.94;3197.89;6547.29
26228.65;4422.35;3052;6363.59
25920.72;4336.73;2995.88;6204.97
26177.06;4366.28;3016.75;6249.6
25475.84;4316.14;2989.69;6215.49
25303.46;4239.85;2925.28;6142.06
25628.79;4261.15;2905.57;6159.5
24932.01;4219.42;2869.62;6167.13
24798;4178.94;2849.14;6088.13
25411.09;4326.87;2955.37;6256.22
24811.95;4323.42;2954.53;6258.57
25039.63;4518.72;3076.01;6423.76
24865.11;4428.11;3009.75;6272.61
24685.36;4338.35;2973.92;6250.76
23908.36;4271.04;2930.05;6052.38
23009.76;4374.96;2982.39;6130.77
23236.08;4492.79;3068.99;6321.81
23319.22;4510.49;3066.29;6391.15
23914.36;4644.63;3122.79;6561.67
24470.22;4666.82;3134.87;6659.68
24584.9;4505.54;3020.75;6495.66
24124.11;4530.09;3027.72;6496.28
23564.5;4407.56;2964.34;6501.88
23555.47;4413.39;2997.86;6526.38
22789.77;4366.64;2962.22;6461.87
21274.28;4216.6;2875.23;6265.71
21320.83;4204.96;2874.07;6245.77
22199.49;4215.21;2872.6;6217.86
21831.55;4014.66;2750.55;6008.82
21655.99;3936.45;2727.87;5919.34
21484.56;3895.75;2708.05;5905.75
21422.92;3846.21;2696.92;6042.15
21923.27;3942.62;2744.84;6123.75
21690.75;3843.74;2702.48;6049.14
21769.85;3710.07;2581.46;5860.46
21999.05;3690.72;2554.55;5850.73
22719.61;3890.94;2675.68;6083.51
22547.31;3695.49;2569.63;5935.37
22948.51;3666.41;2534.45;5831.55
22716.13;3692.03;2519.29;5769.79
23036.22;3886.98;2663.68;5954.8
23232.4;3914.1;2674.2;6026.68
23163.94;3956.22;2694.25;6061.82
23176.7;3953.6;2705.63;6162.54
23497.59;4044.54;2791.66;6270.31
23190.03;3987.77;2767.28;6211.79
22892.3;3996.32;2760.34;6191.7
23328.95;4043.46;2776.99;6261.62
23581.88;4068.74;2791.14;6272.41
24332.88;4176.37;2869.57;6391.21
24443.51;4187.36;2874.39;6403.55
25477.2;4223.29;2893.45;6371.11
25386.25;4259.37;2892.07;6382.14
24812.97;4203.55;2840.62;6351.52
23980.08;3989.23;2719.34;6224.28
24036.12;4084.76;2807.34;6373.89
24145.69;4131.07;2839.61;6541.02
25587.32;4381.92;2992.06;6816.12
26152.04;4384.99;2958.74;6926.2
26410.72;4349.81;2929.75;6885.54
26172.07;4322.5;2902.31;6720.01
27365.14;4357.92;2921.06;6718.41
28017.84;4491.12;2974.18;6978.91
NA;NA;NA;NA
NA;NA;NA;NA
28070.38;4557.01;3000.22;7152.16
28274.98;4549.79;2985.74;7109.38
28134.84;4609.46;3038.18;7224.76
27390.47;4676.84;3091.96;7307.73
26700.15;4486.3;2969.4;7016.68
26834;4501.63;2973.94;6987.25
27431.01;4594.42;3025.24;7159.96
27719.7;4538.21;3008.62;7181.53
28319.93;4674.32;3102.85;7369.75
28005.47;4694.07;3102.43;7279.93
27318.54;4607.42;3051.02;7155.18
28273.93;4704.56;3116.94;7357.98
29018.62;4769.45;3159.85;7528.95
NA;NA;NA;7571.33
30018.26;4902.45;3237.97;NA
29777.06;4853.03;3225;7836.83
29887.34;4880.71;3283.51;7871.2
29721.01;4804.1;3251.52;7784.33
29698.36;4913.9;3312.59;7806.18
29463.99;4866.91;3248.67;7610.36
30162.14;4854.11;3231.1;7623.92
29495.23;4727.61;3152.9;7371.19
29311.53;4738.47;3156.29;7428.77
29424.4;4737.5;3169.05;7472.87
29893.31;4851.96;3245.39;7576.63
30312.26;4959.62;3274.96;7698.32
30306.1;5038.94;3303.37;7734.01
29681.36;4900.67;3217.41;7512.37
29399.62;4918.75;3227.97;7541.47
29197.11;4918.45;3236.16;NA
29212.9;4985.6;3270.09;7530.02
29775.36;5000.77;3294.86;7588.05
29454.42;4932.88;3263.7;7518.27
29322.72;4940.82;3277.65;7572
30781.55;5142.56;3379.49;7758.58
31370.8;5144.06;3378.04;7772.06
31030.61;5054.53;3309.65;7688.19
31459.17;5064.8;3312.03;7660.07
31399.03;5077.03;3339.05;7747.33
30835.06;5004.72;3289.66;7687.86
31321.06;4997.86;3296.73;7691.65
31916.69;5051.18;3315.27;7729.98
NA;5107.26;3334.94;7754.44
32362.67;5069.24;3326.14;7691.36
31917.2;4889.94;3219.58;7493.52
31788.86;4890.72;3213.95;7483.6
31125.88;4799.98;3161.14;7309.05
31081.2;4837.48;3194.06;7241.67
31556.23;4839.46;3221.27;7334.34
29975.36;4693.4;3123.25;7174.84
29896.57;4707.15;3116.82;7192.96
30286.36;4836.01;3184.76;7320.85
30099.19;4800.56;3163.1;7343.31
30262.52;4776.47;3129.73;7386.26
30525.72;4885.09;3193.68;7477.21
30419.03;4808.64;3140.44;7414.56
30688.73;4905.44;3217;7506.71
30252.24;4718.49;3116.41;7374.01
30105.1;4708.21;3119.51;7376.98
29834.98;4651.82;3082.16;7320.35
29838.8;4598.19;3048.57;7318.51
29744.23;4572.65;3009.71;7196.81
29940.65;4630.07;3025.94;7234
29611.48;4576.31;2983.1;7184.43
29790.38;4722.34;3052.08;7278.8
31044.8;4781.69;3081.87;7411.09
31696.31;4928.44;3171.27;7572.33
31714.14;4957.19;3199.68;7554.11
31544.68;4978.4;3218.46;7580.66
32821.85;5030.15;3270.94;7666.63
33262.04;5093.97;3302.89;7742.58
32829.48;5121.56;3305.07;7794.05
33529.5;5247.28;3373.72;7887.23
33997.11;5229.36;3366.45;7938.44
34053.02;5251.55;3372.36;7876.86
33632.25;5174.74;3330.97;7731.16
33822.11;5270.32;3365.62;7762.59
35175.59;5374.52;3435.49;7934.63
35261.9;5332.14;3426.27;7999.96
35685.61;5426.85;3477.8;8158.16
35363.92;5417.02;3476.37;8242.51
34676.38;5353.01;3458.53;8266.08
34979.36;5369.98;3477.83;8377.55
35422.92;5458.96;3521.14;8421.46
35821.48;5418.12;3504.54;8421.01
35288.74;5285.81;3456.18;8302.66
35224.78;5350.09;3507.24;8351.93
35998.12;5401.11;3524.39;8483.66
35811.31;5309.11;3495.27;8515.83
34945.56;5201.61;3419.69;8274.09
35238.15;5250.74;3450.69;8354.48
35599.92;5231.98;3450.34;8370.25
36628.17;5311.06;3505.32;8531.36
37915.39;5462.74;3615.81;8678.83
38744.26;5519.75;3652.17;8831.89
39185.36;5557.09;3680.61;8860.81
38215.94;5521.97;3668.34;8783.21
37837.39;5470.33;3648.53;8701.33
38232.13;5517.35;3693.09;8817.51
37954.76;5464.61;3653.54;NA
37372.21;5327.29;3583.44;8619.68
35784.36;5319.84;3573.13;8519.93
36009.43;5301.42;3553.51;8604.8
36191.65;5384.43;3598.76;8745.85
37332.22;5463.51;3652.83;8936.46
37261.23;5481.73;3660.96;9035.33
37534.52;5574.26;3707.69;9137.05
37019.72;5594.77;3705.87;9125.71
36649.26;5624.02;3734.89;9207.89
35883.47;5620.24;3730.61;9123.13
35989.98;5628.98;3752.21;9164.24
36634.98;5700.26;3813.79;9305.24
36923.88;5731.14;3835.27;9364.08
36870.37;5703.83;3827.84;9306.93
36680.84;5668.65;3812.16;9220.65
38219.16;5709.38;3823.52;9248.67
38512.64;5702.05;3821.79;9217.01
38353.75;5605.21;3758.36;9093.02
38214.58;5581.41;3739.14;9060.44
38344.91;5736.31;3825;9169.4
37744.12;5713.52;3814.1;9215.57
37580.32;5675.16;3795.41;9142.31
38190.39;5554.55;3720.77;9064.28
37045.62;5467.9;3649.9;8899.96
37153.1;5508.85;3675.01;8982.53
38088.97;5657.64;3770.21;9201.23
37644.68;5640.75;3756.41;9226.35
37938.39;5716.54;3806.81;9373.44
38016.98;5711.88;3799.61;9377.3
38260.03;5783.23;3845.8;9460.09
38038.72;5714.31;3801.39;9388.83
38974.8;5854.14;3882.67;9541.33
38626.43;5830.77;3883.83;9485.17
38470.3;5743.39;3827.6;9426.2
39013.58;5852.56;3892.36;9546.64
39370.18;5811.77;3871.45;9486.28
39650.14;5833.49;3873.22;9421.04
39672.49;5762.93;3820.85;9318.91
40262.94;5740.25;3808.24;9323.65
39881.63;5642.16;3744.45;9186.1
39146.97;5635.02;3743.95;9141.28
38330.01;5496.27;3663.78;8849.5
38763.24;5587.45;3714.02;8962.41
38427.56;5414.96;3607.69;8885.77
38290.12;5430.82;3639.46;8917.89
37391.24;5353.35;3584.25;8756.68
38148.5;5444.23;3670.33;8992.75
38863.29;5480.92;3708.73;9020.4
38524.56;5488.25;3707.29;9082.69
39683.1;5619.72;3785.49;9202.55
39879.92;5613.2;3785.59;9120.96
NA;5668.35;3814.39;9226.58
40229.36;5663.96;3808.07;9295.92
39782.47;5686.83;3806.01;9373.74
40785.58;5804.82;3863.16;9523.27
40723.06;5778.43;3829.06;9401.15
39985.3;5787.61;3828.16;9431.05
39343.94;5702.18;3760.22;9236.9
39574.18;5663.15;3729.36;9167.6
40395.35;5801.48;3813.17;9270.11
39950.3;5769.31;3784.62;9181.18
39877.52;5803.02;3809.16;9170.76
39275.95;5614.17;3679.23;8880.52
39083.15;5685.61;3721.45;9031.54
39581.49;5625.95;3680.15;8918.44
39905.57;5776.61;3775.74;9135.11
40141.79;5781.68;3795.92;9169.04
40201.82;5770.35;3799.11;9175.84
40852.94;5817.65;3846.62;9195.95
40632.53;5784.75;3840.05;9173.25
39906.64;5688.58;3785.3;9031.76
39251.1;5647.84;3757.39;8919.49
39169.19;5709.02;3798.38;8958.6
39463.07;5756.29;3803.72;9000.65
39769.97;5802.26;3830.44;9037.77
39808.31;5811.34;3834.09;9026.87
39925.72;5903.43;3875.82;9141.35
39553.33;5844.44;3830.82;9057.4
39399.52;5831.21;3794.44;8999.08
39583.42;5930.53;3872.06;9099.84
39796.94;5945.69;3898.38;9148.55
39686.24;5957.44;3910.75;9194.39
NA;NA;3912.73;9211.95
40050.16;6002.92;3947.15;NA
40281.16;6011.55;3959.98;9317.38
40094.46;5957.43;3935.5;9307.05
39985.99;NA;3936.33;9306.89
40775.24;6048.3;4013.97;9510.11
41052;6031.86;4012.91;9557.09
41241.97;6034.33;4017.67;9589.53
40817.54;6019.36;4024.8;9630.38
40921.93;6037.61;4045.14;9689.05
41342.62;6040.5;4043.09;9726.44
40961.16;5943;4000.05;9603.47
41140.46;5963.14;4000.86;9569.52
41088.61;5988.88;4015.77;9568.03
40990.49;5875.97;3954.38;9538.2
41256.4;5918.55;3977.46;9572.07
41545.36;5976.48;4009.67;9555.41
41617.21;5851.53;3928.95;9472.29
41347.04;5746.97;3862.16;9418.07
40467.2;5695.32;3820.78;9325.22
40510.33;5631.37;3781.85;9293.12
40054.59;5668.93;3807.04;9292.92
39961.05;5643.2;3759.8;9245.25
39917.92;5540.33;3688.79;9213.78
40058.26;5608.79;3739.46;9237.3
39736.94;5654.48;3762.01;9312.11
39904.02;5709.66;3812.13;9480.77
40118.73;5672.09;3793.47;9417.81
38779.33;5533.24;3689.25;9223.84
37502.9;5434.34;3563.76;9035.91
37337.28;5484.85;3607.27;9010.37
37616.01;5498.26;3612.76;9020.01
37786.61;5536.37;3635.61;9064.32
37322.52;5503.93;3616.75;9127.85
37933.01;5500.39;3599.07;9052.97
38538.92;5511.1;3609.22;9072.96
38363.21;5592.12;3669.04;9176.27
38890.71;5648.34;3725.21;9329.92
38586.5;5680.41;3747.83;9385.27
38650;5722.05;3769.54;9431.36
38862.9;5688.44;3756.7;9441.71
38533.9;5604.07;3707.06;9387.85
38447.1;5615.51;3715.68;9359.18
37949.5;5532.33;3640.77;9226.94
38708.6;5598.46;3708.8;9344.39
NA;NA;NA;NA
38986.1;5713.51;3769.54;9479.83
39635.5;5776.56;3811.92;9598.65
39796.9;5817.88;3842.52;9612.17
39885.4;5795.32;3828.41;9665.29
40354.3;5877.36;3910.42;9774.72
40614.6;5875.91;3903.54;9786.39
40585;5885.89;3910.01;9774.68
40991;5936.72;3943.55;9865.29
41004.3;5928.63;3928.95;9854.44
41253.6;5945.11;3927.4;9941.56
40979.2;5903.56;3890.91;9879.01
41653.1;5970.99;3938.95;9930.04
41960.9;6024.28;3957.89;10008.5
41741.9;6012.31;3938.18;10004.18
41611.7;5982.43;3925.44;10019.77
41557;5987.5;3928;9991.92
41882.6;6017.27;3952.55;10030.1
41790.3;6039;3949.81;10081.12
42430.7;6132.95;4000.48;10190.9
42395.5;6120.05;3988.93;10223.56
42346.7;6156.85;4000.66;10209.53
42587.6;6142.45;3987.41;10186.14
42446.5;6153.55;3974.01;10165.28
43151.3;6235.56;4034.23;10309.52
NA;NA;NA;NA
NA;NA;NA;NA
43562;6252.21;4053.94;10434.01
43308;6222.41;4026.97;10420.12
42717.2;6171.83;3978.46;10379.48
43262.2;6249.7;4050.54;10463.28
43554.2;6250.69;4050.5;10481.77
43727.8;6230.83;4031.99;10418.88
44078.6;6278.4;4057.7;10495.64
44060.3;6291.45;4065.65;10539.15
43912.6;6180.9;3986.63;10447.83
42889.9;6162.44;3970.47;10390.86
43466.9;6264.23;4026.65;10487.59
43217.8;6230.38;3977.67;10469.15
42359.4;6168.72;3924.65;10435.61
42810;6259.53;3951.3;10601.54
43664.8;6332.1;3997.39;10690.08
43159.6;6159.51;3844.6;10470.05
42404.4;6084.34;3787;10299.04
43033.8;6144.91;3840.62;10392.96
43295.2;6135.7;3816.99;10366
NA;6166.92;3828.46;NA
42020.7;6006.86;3689.29;10151.44
41287.9;5958.45;3636.03;9982.14
40970.1;5908.26;3556.11;9902.74
39923.6;5715.09;3392.59;9491.89
41794.4;6017.91;3720.29;10004.75
41453.1;6037.71;3693.2;9976.86
41896.6;6183.49;3733.87;10186.92
41914.8;6251.97;3731.54;10285.96
41075.4;6056.71;3560.36;10022.9
41282.6;6066.92;3543.55;9932.03
41562.6;6155.93;3617.32;9993.24
40441.7;5988.67;3511.67;9670.62
39302.9;5867.88;3432.52;9433.59
39580.6;5829.25;3430.74;9446.94
39920.6;5805.68;3430.93;9477.57
39109.4;5670.04;3331.29;9189.35
40550.3;5758.02;3408.59;9392.67
40956.2;5937.14;3525.31;9647.25
41409.2;5946.18;3515.06;9637.14
41530.1;5964.33;3507.56;NA
40931.5;5981.27;3503.08;9621.53
41093.4;5981.2;3501.5;9660.38
NA;6054.63;3557.34;9801.18
40451.2;5938.88;3455.61;9599.85
40026.8;5904.95;3413.72;9477.7
39975.1;5868.55;3380.36;9356.17
40192.4;5984.75;3446.77;9487.18
40666.6;6056.59;3516.64;9609.68
40635.6;6047.83;3555.52;9662.59
40979.4;6125;3626.04;9795.41
41069.7;6175.05;3661.51;9880.25
41093.4;6190.91;3675.93;9859.95
40738.8;6223.54;3683.08;9863.8
40761.7;6216.98;3687.21;9952.7
41212.7;6292.97;3734.92;9997.81
40994.6;6269.04;3705.32;9938.73
40347.9;6204.52;3641.79;9833.16
40238.2;6115.48;3555.36;9698.3
40376.8;6070.6;3519.73;9606.05
40372.9;6157.22;3576.45;9644.88
39516.2;5952.03;3432.99;9365.29
39392.5;5965.52;3442.89;9366.12
39366.8;5857.43;3339.9;9139.65
39805.4;5834.15;3348.37;9276.39
39685.7;5816.2;3332.46;9301.35
40309.3;5940.98;3423.36;9501.09
40274;5992.86;3483.44;9562.68
40374;6035.66;3538.25;9719.18
40392.1;6065.24;3554.48;9745.79
40754.8;6077.19;3567.66;9774.16
41036.6;6191.13;3637.76;9938.4
41232.9;6209.76;3632.98;9895.61
41298.4;6149.36;3581.82;9852.45
41060.8;6040.27;3500.16;9775.31
41064.2;6009.11;3486.33;9726.48
40778.7;5967.49;3468.02;9691.32
41563.9;5990.38;3493.92;9846.3
42158.9;6142.15;3600.57;10003.18
42292.1;6166.34;3607.05;10093.67
42714;6194.21;3636.18;10138.12
42610.9;6207.31;3666.4;10106.43
42415.8;6178.94;3670.36;10019.7
42616.8;6134.7;3651.91;10074.2
42464.7;6147.97;3643.14;9948.72
43398.3;6292.13;3752.03;10161.2
43412.75;6307.91;3747.51;10135.9
43535.07;6331.33;3760.72;10126.41
43436.84;6333.58;3764.19;10166.13
43421.3;6259.63;3716.05;10089.79
43185.33;6351.6;3777.37;10212.24
42663.65;6286.25;3730.58;10079.79
42209.56;6154.07;3628.29;9854.49
42332.46;6135.17;3621.07;9788.31
42167.93;6110.41;3610.91;9782.31
42533.87;6110.57;3597.6;9774.23
42695.83;6206.4;3663.13;9911.85
42592.76;6186.31;3647.93;9886.79
42409.85;6075.13;3572.4;9835.08
42202.91;6005.16;3526.12;9761.15
42614.24;6010.91;3553.23;9826.15
41813.44;5935.44;3491.11;9700.91
41572.8;5899.5;3450.19;9623.56
41717.62;5912.58;3475.03;9677.94
42083.62;5951.17;3507.44;9779.9
41983.21;5912.41;3487.01;NA
42215.66;5925.22;3490.79;9825.14
42469.64;6083.9;3623.84;10060.89
42704.39;6083.85;3631.43;10140.97
42944.94;6134.62;3672.2;10204.11
43145.31;6155.04;3684.73;10240.41
42991.99;6117.89;3643.81;10181.27
43699.35;6164.44;3677.21;10216.71
43796.03;6221.52;3722.15;10325.7
43671.28;6214.77;3725.82;10401.78
44223.72;6261.68;3767.15;10508.33
44147.39;6275.41;3774.4;10472.44
44249.33;6261.87;3755.64;10494.27
44146.83;6249.65;3736.3;10442.12
44145.24;6209.76;3722.02;10440.98
44352.94;6294.58;3788.01;10548.19
44848.46;6275.98;3784.4;10545.07
44810.97;6208.33;3735.05;10448.33
44522.01;6184.71;3710.61;10426.02
45133.77;6298.3;3782.48;10539
45017.26;6278.89;3766.16;10562.65
44636.59;6276.09;3762.35;10552.41
44847.3;6246.92;3737.12;10562.53
45236.72;6229.02;3715.18;10531.8
45225.58;6211.34;3692.09;10592.47
45542.07;6134.21;3649.81;10563.81
45897.63;6215.83;3731.93;10681.96
45977.02;6270.73;3764.91;10800.23
45455.05;6276.25;3770.47;10765.62
45227.66;6291.67;3763.18;10724.91
45454.91;6309.51;3768.49;10804.84
45452.98;6304.57;3748.86;10753.56
46286.96;6434.52;3828.34;10902
46079.69;6455.27;3819.17;10882.66
45806.33;6492.3;3827.37;10833.51
45858.88;6516.63;3834.5;10875.09
45289.74;6490.69;3807.17;10826.21
45384.47;6524.55;3828.15;10831.86
45870.28;6611.01;3878.27;10904.69
45729.01;6605.84;3868.54;10894.73
45854.85;6639.21;3870;10978.14
45756.17;6613.8;3852.66;10940.72
46059.42;6568;3815.77;10827.28
46026.3;6595.28;3834.84;10848.83
46229.6;6601.37;3833.5;10843.5
NA;6604.86;3841.11;10875.28
46575.68;6654.31;3865.72;10927.5
46416.84;6617.8;3842.94;10876.28
47066.4;6734.69;3916.78;11016.46
47232.31;6754.2;3916.73;11079.95
47254.29;6750.5;3913.7;11047.64
47738.65;6787.81;3945.71;11106.88
47287.61;6719.84;3888.45;10994.52
NA;6723.41;3867.35;10899.07
47493.93;6734.61;3831.12;10866.49
47189.03;6790.17;3864.24;10923.2
46566.94;6663.24;3762.47;10717.73
46363.5;6700.07;3792.35;10713.23
46493.45;6832.11;3867.97;10844.42
46005.8;6843.55;3860.16;10827.11
45902.25;6822.05;3818.89;10796.55
45730.96;6705;3724.42;10619.29
45970.99;6823.8;3747.61;10731.1
46018.64;6879.66;3760.42;10835.04
45641.9;6848.98;3728.65;10809.43
45284.42;6697.97;3636.96;10709.86
45361.07;6688.49;3610.44;10607.75
46145.34;6866.63;3669.29;10809.33
46481.15;6957.61;3747.04;11076.8
46868.43;6947.72;3750.55;11082.17
47348.16;6954.38;3749.23;11151.35
47516.57;7001.91;3810.5;11299.44
47554.07;6975.87;3831.98;11218.69
47465.15;6964.16;3858.05;11263.38
47510.17;7006.17;3857.35;11280.96
47649.66;7029.39;3892.44;11359.73
47637.57;7027.4;3902.87;11409.81
47892.91;7016.37;3880.19;11372.81
47516.86;7024.4;3888.36;11329.04
47651.54;6982.45;3867.35;11426.78
47363.9;7018.6;3885.08;11433.11
47732.9;7077.99;3927.49;11506.65
47693.24;7067.92;3919.71;11550.16
47718.8;7057.69;3911.32;11569.22
NA;NA;3900.39;11492.88
47596.12;6970.73;3862.19;NA
47422.73;6972.1;3858.72;NA
47911.46;6995.47;3890.65;11628.89
47700.76;6914.19;3850.76;11569.43
47489.91;NA;3804.78;11558.8
48004.74;6989.74;3900.86;NA
47616.84;6975.35;3916.03;11722.56
47075.74;6939.82;3904.61;11741.57
NA;6981.39;3904.42;11716.87
46850.41;6947.84;3865.58;11674.35
46416.3;6857.06;3802.03;11575.26
46678.96;6941.57;3861.92;11735.26
47345.3;7068.78;3945.07;11765.29
47447.03;7075.11;3974.83;11767
47258.66;7075.7;3983.28;11742.41
47457.37;7078.06;3975.41;11741.51
48371.02;7143.45;4012.68;11830.32
